Date,Close,Open,High,Low,Volume,Change
28/02/2020,25409.36,25270.83,25494.24,24681.01,92268000000,-0.01
27/02/2020,25766.64,26526,26775.31,25752.82,67037000000,-0.04
26/02/2020,26957.59,27159.46,27542.78,26890.97,47757000000,0.00
25/02/2020,27081.36,28037.65,28149.2,26997.62,51327000000,-0.03
24/02/2020,27960.8,28402.93,28402.93,27912.44,45871000000,-0.04
21/02/2020,28992.41,29146.53,29146.53,28892.7,31344000000,-0.01
20/02/2020,29219.98,29296.25,29368.45,28959.65,28907000000,0.00
19/02/2020,29348.03,29312.7,29409.09,29274.38,24265000000,0.00
18/02/2020,29232.19,29282.78,29330.16,29116.81,26416000000,-0.01
14/02/2020,29398.08,29440.47,29463.04,29283.18,23255000000,0.00
13/02/2020,29423.31,29436.03,29535.4,29345.93,29436000000,0.00
12/2/2020,29551.42,29406.75,29568.57,29406.75,30953000000,0.01
11/2/2020,29276.34,29390.71,29415.39,29210.47,28185000000,0.00
10/2/2020,29276.82,28995.66,29278.07,28995.66,25746000000,0.01
7/2/2020,29102.51,29286.92,29286.92,29056.98,25387000000,-0.01
6/2/2020,29379.77,29388.58,29408.05,29246.93,26370000000,0.00
5/2/2020,29290.85,29048.73,29308.89,29000.85,35754000000,0.02
4/2/2020,28807.63,28696.74,28904.88,28696.74,33275000000,0.01
3/2/2020,28399.81,28319.65,28630.39,28319.65,31550000000,0.01
31/01/2020,28256.03,28813.04,28813.04,28169.53,40389000000,-0.02
30/01/2020,28859.44,28640.16,28879.71,28489.76,32685000000,0.00
29/01/2020,28734.45,28820.53,28944.24,28728.19,30593000000,0.00
28/01/2020,28722.85,28594.28,28823.23,28575.75,35294000000,0.01
27/01/2020,28535.8,28542.49,28671.79,28440.47,33727000000,-0.02
24/01/2020,28989.73,29230.39,29288.79,28843.31,38001000000,-0.01
23/01/2020,29160.09,29111.02,29190.47,28966.98,30706000000,0.00
22/01/2020,29186.27,29263.63,29320.2,29172.26,28344000000,0.00
21/01/2020,29196.04,29269.05,29341.21,29146.47,32064000000,-0.01
17/01/2020,29348.1,29313.31,29373.62,29289.91,33687000000,0.00
16/01/2020,29297.64,29131.95,29300.32,29131.95,25211000000,0.01
15/01/2020,29030.22,28901.8,29127.59,28897.35,26343000000,0.00
14/01/2020,28939.67,28895.5,29054.16,28872.27,29604000000,0.00
13/01/2020,28907.05,28869.01,28909.91,28819.43,26302000000,0.00
10/1/2020,28823.77,28977.52,29009.07,28789.1,23917000000,0.00
9/1/2020,28956.9,28851.97,28988.01,28844.31,28285000000,0.01
8/1/2020,28745.09,28556.14,28866.18,28522.51,29643000000,0.01
7/1/2020,28583.68,28639.18,28685.5,28565.28,26668000000,0.00
6/1/2020,28703.38,28465.5,28708.02,28418.63,26181000000,0.00
3/1/2020,28634.88,28553.33,28716.31,28500.36,23959000000,-0.01
2/1/2020,28868.8,28638.97,28872.8,28627.77,25429000000,0.01
31/12/2019,28538.44,28414.64,28547.35,28376.49,19334000000,0.00
30/12/2019,28462.14,28654.76,28664.69,28428.98,18507000000,-0.01
27/12/2019,28645.26,28675.34,28701.66,28608.98,18493000000,0.00
26/12/2019,28621.39,28539.46,28624.1,28535.15,15597000000,0.00
24/12/2019,28515.45,28572.57,28576.8,28503.21,9529000000,0.00
23/12/2019,28551.53,28491.78,28582.49,28491.78,23347000000,0.00
20/12/2019,28455.09,28608.64,28608.64,28445.6,60378000000,0.00
19/12/2019,28376.96,28278.31,28381.48,28278.24,26257000000,0.00
18/12/2019,28239.28,28291.44,28323.25,28239.28,28989000000,0.00
17/12/2019,28267.16,28221.75,28328.63,28220.56,28677000000,0.00
16/12/2019,28235.89,28191.67,28337.49,28191.67,28677000000,0.00
13/12/2019,28135.38,28123.64,28290.73,28028.32,25481000000,0.00
12/12/2019,28132.05,27898.34,28224.95,27859.87,27774000000,0.01
11/12/2019,27911.3,27867.31,27925.5,27801.8,22170000000,0.00
10/12/2019,27881.72,27900.65,27949.02,27804,21581000000,0.00
9/12/2019,27909.6,27987.05,28010.42,27906.14,21907000000,0.00
6/12/2019,28015.06,27839.68,28035.85,27839.68,22483000000,0.01
5/12/2019,27677.79,27736.05,27745.2,27562.8,21999000000,0.00
4/12/2019,27649.78,27634.63,27727.45,27612.08,21820000000,0.01
3/12/2019,27502.81,27501.98,27524.74,27325.13,27535000000,-0.01
2/12/2019,27783.04,28109.74,28109.84,27782.35,23661000000,-0.01
29/11/2019,28051.41,28103.16,28119.51,28042.53,12262000000,0.00
27/11/2019,28164,28156.47,28174.97,28075.23,19821000000,0.00
26/11/2019,28121.68,28080.75,28146.02,28042.21,32980000000,0.00
25/11/2019,28066.47,27917.77,28068.69,27917.77,24842000000,0.01
22/11/2019,27875.62,27831.23,27898.46,27773.98,21858000000,0.00
21/11/2019,27766.29,27820.28,27828.33,27708.34,23202000000,0.00
20/11/2019,27821.09,27879.55,27897.28,27675.28,26024000000,0.00
19/11/2019,27934.02,28079.76,28090.21,27894.52,25662000000,0.00
18/11/2019,28036.22,27993.22,28040.97,27969.24,25232000000,0.00
15/11/2019,28004.89,27843.54,28004.89,27843.54,28891000000,0.01
14/11/2019,27781.96,27757.2,27800.71,27676.97,30397000000,0.00
13/11/2019,27783.59,27622.04,27806.4,27587.2,27839000000,0.00
12/11/2019,27691.49,27701.59,27770.86,27635.32,21367000000,0.00
11/11/2019,27691.49,27580.66,27714.39,27517.67,20462000000,0.00
8/11/2019,27681.24,27686.2,27694.95,27578.97,22279000000,0.00
7/11/2019,27674.8,27590.16,27774.67,27590.16,26358000000,0.01
6/11/2019,27492.56,27502.74,27526.05,27407.81,24319000000,0.00
5/11/2019,27492.63,27500.23,27560.36,27453.55,29396000000,0.00
4/11/2019,27462.11,27402.06,27517.58,27402.06,27303000000,0.00
1/11/2019,27347.36,27142.95,27347.43,27142.95,27207000000,0.01
31/10/2019,27046.23,27188.37,27188.37,26918.29,27383000000,-0.01
30/10/2019,27186.69,27110.71,27204.36,26999.64,23175000000,0.00
29/10/2019,27071.42,27061.07,27165.94,27039.76,26961000000,0.00
28/10/2019,27090.72,27040.33,27167.88,27028.71,29077000000,0.00
25/10/2019,26958.06,26789.61,27015.37,26765.68,27461000000,0.01
24/10/2019,26805.53,26893.93,26931.78,26714.34,25964000000,0.00
23/10/2019,26833.95,26835.24,26896.89,26745,24768000000,0.00
22/10/2019,26788.1,26850.43,26946.64,26782.61,26551000000,0.00
21/10/2019,26827.64,26852.67,26852.67,26747.62,24103000000,0.00
18/10/2019,26770.2,27004.49,27018.25,26770.13,29361000000,-0.01
17/10/2019,27025.88,27032.38,27112.16,26970.29,22506000000,0.00
16/10/2019,27001.98,26972.31,27058.34,26943.29,21824000000,0.00
15/10/2019,27024.8,26811.2,27120.11,26811.2,24748000000,0.01
14/10/2019,26787.36,26766.43,26874.33,26749.18,17862000000,0.00
11/10/2019,26816.59,26694.2,27013.97,26694.2,28353000000,0.01
10/10/2019,26496.67,26317.35,26603.31,26314.51,21768000000,0.01
9/10/2019,26346.01,26308.23,26424.31,26249.75,19175000000,0.01
8/10/2019,26164.04,26276.59,26421.81,26139.8,25142000000,-0.01
7/10/2019,26478.02,26502.33,26655.84,26424.54,19751000000,0.00
4/10/2019,26573.72,26271.7,26590.74,26271.7,22449000000,0.01
3/10/2019,26201.04,26039.02,26205.2,25743.46,24902000000,0.00
2/10/2019,26078.62,26425.86,26438.04,25974.12,31273000000,-0.02
1/10/2019,26573.04,26962.54,27046.21,26562.22,27218000000,-0.01
30/09/2019,26916.83,26852.33,26998.86,26852.33,22848000000,0.00
27/09/2019,26820.25,26987.26,27012.54,26715.82,21778000000,0.00
26/09/2019,26891.12,27004.11,27015.07,26803.84,23080000000,0.00
25/09/2019,26970.71,26866.71,27016.56,26755.86,23722000000,0.01
24/09/2019,26807.77,27034.07,27079.68,26704.96,30743000000,-0.01
23/09/2019,26949.99,26851.45,27011.07,26831.34,21483000000,0.00
20/09/2019,26935.07,27102.18,27194.75,26926.68,51257000000,-0.01
19/09/2019,27094.79,27186.05,27272.17,27064.21,21644000000,0.00
18/09/2019,27147.08,27075.39,27161.93,26899.15,21286000000,0.00
17/09/2019,27110.8,27010.12,27110.8,26984.14,22358000000,0.00
16/09/2019,27076.82,27146.06,27172.87,27032.56,22062000000,-0.01
13/09/2019,27219.52,27216.67,27277.55,27193.95,25526000000,0.00
12/9/2019,27182.45,27197.32,27306.73,27105.01,25465000000,0.00
11/9/2019,27137.04,26928.05,27137.04,26885.48,27259000000,0.01
10/9/2019,26909.43,26805.83,26909.43,26717.05,32234000000,0.00
9/9/2019,26835.51,26866.23,26900.83,26762.18,27312000000,0.00
6/9/2019,26797.46,26790.25,26860.87,26708.39,20970000000,0.00
5/9/2019,26728.15,26603.15,26836.3,26603.15,25667000000,0.01
4/9/2019,26355.47,26301.99,26362.35,26244.44,20271000000,0.01
3/9/2019,26118.02,26198.26,26198.26,25978.22,22321000000,-0.01
30/08/2019,26403.28,26476.39,26514.62,26295.59,21908000000,0.00
29/08/2019,26362.25,26249.09,26408.84,26185.71,21219000000,0.01
28/08/2019,26036.1,25712.99,26041.57,25637.43,20707000000,0.01
27/08/2019,25777.9,26014.46,26054.02,25721.85,26353000000,0.00
26/08/2019,25898.83,25826.05,25941.25,25716.39,22278000000,0.01
23/08/2019,25628.9,26134.21,26320.29,25507.18,36426000000,-0.02
22/08/2019,26252.24,26271.64,26388.78,26099.01,22281000000,0.00
21/08/2019,26202.73,26145.36,26268.32,26141.77,20879000000,0.01
20/08/2019,25962.44,26086.86,26160.12,25952,23810000000,-0.01
19/08/2019,26135.79,26020.06,26222.32,26020.06,25264000000,0.01
16/08/2019,25886.01,25678.17,25929.65,25678.17,27621000000,0.01
15/08/2019,25579.39,25514.25,25639.69,25339.6,33580000000,0.00
14/08/2019,25479.42,26035.08,26035.08,25471.59,35700000000,-0.03
13/08/2019,26279.91,25888.88,26426.97,25833.25,30961000000,0.01
12/8/2019,25907.37,26169.91,26178.95,25824.94,20058000000,-0.01
9/8/2019,26287.44,26337.09,26413.36,26097.64,24193000000,0.00
8/8/2019,26378.19,26086.52,26383.61,26038.1,28359000000,0.01
7/8/2019,26007.07,25814.22,26073.21,25440.39,35009000000,0.00
6/8/2019,26029.52,25810.62,26038.68,25710.87,32297000000,0.01
5/8/2019,25717.74,26259.23,26259.23,25523.38,42337000000,-0.03
2/8/2019,26485.01,26528.66,26570.02,26249.22,33572000000,0.00
1/8/2019,26583.42,26879.86,27175.59,26548.71,39049000000,-0.01
31/07/2019,26864.27,27244.67,27281.65,26719.6,38900000000,-0.01
30/07/2019,27198.02,27145.39,27224.36,27069.86,29325000000,0.00
29/07/2019,27221.35,27192.24,27275.85,27178.06,25932000000,0.00
26/07/2019,27192.45,27166,27213.7,27123.25,24320000000,0.00
25/07/2019,27140.98,27247.39,27298.43,27062.48,24402000000,0.00
24/07/2019,27269.97,27262.24,27291.04,27191.12,24588000000,0.00
23/07/2019,27349.19,27231.86,27368.81,27204.58,25080000000,0.01
22/07/2019,27171.9,27174.18,27227.77,27088.9,22695000000,0.00
19/07/2019,27154.2,27246.38,27342.96,27145.78,28769000000,0.00
18/07/2019,27222.97,27191.98,27266.81,27068.79,21882000000,0.00
17/07/2019,27219.85,27320.91,27343.06,27218.38,19678000000,0.00
16/07/2019,27335.63,27349.32,27398.68,27290.24,22600000000,0.00
15/07/2019,27359.16,27364.69,27364.69,27294.17,19973000000,0.00
12/7/2019,27332.03,27139.49,27333.79,27135.45,24839000000,0.01
11/7/2019,27088.08,26950.16,27088.45,26916.32,25230000000,0.01
10/7/2019,26860.2,26851.96,26983.45,26813.11,20799000000,0.00
9/7/2019,26783.49,26725.12,26807.7,26665.57,21833000000,0.00
8/7/2019,26806.14,26835.64,26839.14,26744.87,21429000000,0.00
5/7/2019,26922.12,26867.75,26950.81,26733.33,19217000000,0.00
3/7/2019,26966,26832.32,26966,26831.44,14984000000,0.01
2/7/2019,26786.68,26719.53,26787.56,26632.65,21927000000,0.00
1/7/2019,26717.43,26805.86,26890.64,26616.21,28535000000,0.00
28/06/2019,26599.96,26605.93,26638.35,26522.27,49935000000,0.00
27/06/2019,26526.58,26523.72,26607.24,26465.32,24693000000,0.00
26/06/2019,26536.82,26599.42,26660.04,26536.33,27434000000,0.00
25/06/2019,26548.22,26731.61,26752.31,26527.66,28216000000,-0.01
24/06/2019,26727.54,26727.61,26806.52,26723.37,23239000000,0.00
21/06/2019,26719.13,26749.12,26907.37,26705.87,48556000000,0.00
20/06/2019,26753.17,26665.38,26798.63,26539.69,27817000000,0.01
19/06/2019,26504,26490.16,26569.75,26415.05,24095000000,0.00
18/06/2019,26465.54,26228.88,26527.19,26227.76,27349000000,0.01
17/06/2019,26112.53,26108.53,26165.78,26049.8,19950000000,0.00
14/06/2019,26089.61,26076.36,26162.28,25988.09,20802000000,0.00
13/06/2019,26106.77,26036.94,26146.91,25995.71,21340000000,0.00
12/6/2019,26004.83,26040.3,26082.1,25958.66,22369000000,0.00
11/6/2019,26048.51,26180.59,26248.67,25998.87,25349000000,0.00
10/6/2019,26062.68,26090.22,26210.61,26054.31,24928000000,0.00
7/6/2019,25983.94,25768.72,26072.75,25768.72,26301000000,0.01
6/6/2019,25720.66,25567.45,25800.3,25518.05,24807000000,0.01
5/6/2019,25539.57,25451,25544.66,25373.58,26266000000,0.01
4/6/2019,25332.18,24962.82,25343.77,24962.82,28169000000,0.02
3/6/2019,24819.78,24830.16,24935.21,24680.57,32824000000,0.00
31/05/2019,24815.04,25046.31,25046.31,24809.51,29223000000,-0.01
30/05/2019,25169.88,25139.94,25218.54,25066.75,21524000000,0.00
29/05/2019,25126.41,25231.46,25231.46,24938.24,29893000000,-0.01
28/05/2019,25347.77,25616.55,25717.63,25342.28,36485000000,-0.01
24/05/2019,25585.69,25551.07,25670.81,25496.2,20137000000,0.00
23/05/2019,25490.47,25657.99,25657.99,25328.09,31694000000,-0.01
22/05/2019,25776.61,25818.46,25878.21,25755.11,24176000000,0.00
21/05/2019,25877.33,25782.34,25898.27,25779.61,26087000000,0.01
20/05/2019,25679.9,25655.31,25751.71,25560.55,27956000000,0.00
17/05/2019,25764,25719.95,25948.74,25657.78,28376000000,0.00
16/05/2019,25862.68,25692.14,25957.63,25692.14,32096000000,0.01
15/05/2019,25648.02,25400.13,25724.89,25341.94,27072000000,0.00
14/05/2019,25532.05,25384.03,25688.96,25384.03,29157000000,0.01
13/05/2019,25324.99,25568.06,25568.06,25222.51,36124000000,-0.02
10/5/2019,25942.37,25763.72,26019.32,25469.86,29458000000,0.00
9/5/2019,25828.36,25878.85,25884.89,25517.39,33476000000,-0.01
8/5/2019,25967.33,25933.79,26118.1,25889.41,27642000000,0.00
7/5/2019,25965.09,26276.9,26276.9,25789.71,33496000000,-0.02
6/5/2019,26438.48,26160.62,26476.27,26033.95,28302000000,0.00
3/5/2019,26504.95,26379.14,26534.96,26370.09,24890000000,0.01
2/5/2019,26307.79,26407.15,26454.69,26180.36,28761000000,0.00
1/5/2019,26430.14,26639.06,26689.39,26426.38,30385000000,-0.01
30/04/2019,26592.91,26594.56,26614.04,26419.47,34032000000,0.00
29/04/2019,26554.39,26559.87,26602.54,26520.75,27945000000,0.00
26/04/2019,26543.33,26454.62,26543.56,26392.55,31729000000,0.00
25/04/2019,26462.08,26426.37,26536.48,26310.28,29673000000,-0.01
24/04/2019,26597.05,26652.56,26680.58,26582.86,28337000000,0.00
23/04/2019,26656.39,26513.83,26695.96,26503.56,31169000000,0.01
22/04/2019,26511.05,26510.77,26553.05,26458.61,23257000000,0.00
18/04/2019,26559.54,26463.37,26602.42,26444.53,33285000000,0.00
17/04/2019,26449.54,26468.53,26501.02,26391.86,36778000000,0.00
16/04/2019,26452.66,26482.19,26530.71,26397.19,30234000000,0.00
15/04/2019,26384.77,26407.76,26424.85,26316.42,25062000000,0.00
12/4/2019,26412.3,26357.79,26436.68,26309.72,36991000000,0.01
11/4/2019,26143.05,26188.21,26229.88,26062.59,21168000000,0.00
10/4/2019,26157.16,26173.71,26209.49,26101.24,20313000000,0.00
9/4/2019,26150.58,26243.54,26246.34,26103.14,24441000000,-0.01
8/4/2019,26341.02,26312.67,26344.65,26246.03,22938000000,0.00
5/4/2019,26424.99,26427.56,26487.57,26370.82,22955000000,0.00
4/4/2019,26384.63,26213.42,26398.9,26212.78,23304000000,0.01
3/4/2019,26218.13,26238.03,26282.17,26138.47,27198000000,0.00
2/4/2019,26179.13,26213.55,26221.24,26122.31,25094000000,0.00
1/4/2019,26258.42,26075.1,26280.9,26071.69,29557000000,0.01
29/03/2019,25928.68,25827.31,25949.32,25771.67,30062000000,0.01
28/03/2019,25717.46,25693.32,25743.41,25576.69,23717000000,0.00
27/03/2019,25625.59,25676.34,25758.17,25425.27,27034000000,0.00
26/03/2019,25657.73,25649.56,25796.29,25544.78,30511000000,0.01
25/03/2019,25516.83,25490.72,25603.27,25372.26,30312000000,0.00
22/03/2019,25502.32,25844.65,25877.01,25501.45,38651000000,-0.02
21/03/2019,25962.51,25688.44,26009.9,25657.78,33525000000,0.01
20/03/2019,25745.67,25867.79,25929.52,25670.63,32198000000,-0.01
19/03/2019,25887.38,25987.87,26109.68,25814.92,34225000000,0.00
18/03/2019,25914.1,25801.88,25924.77,25785.66,30317000000,0.00
15/03/2019,25848.87,25720.96,25927.91,25649.7,61691000000,0.01
14/03/2019,25709.94,25692.31,25752.84,25621.31,30279000000,0.00
13/03/2019,25702.89,25637.23,25776.49,25571.31,33141000000,0.01
12/3/2019,25554.66,25600.3,25675.44,25522.17,31252000000,0.00
11/3/2019,25650.88,25208,25661.63,25208,30979000000,0.01
8/3/2019,25450.24,25347.38,25466.14,25252.46,27050000000,0.00
7/3/2019,25473.23,25645.45,25645.45,25352.55,28914000000,-0.01
6/3/2019,25673.46,25818.76,25837.61,25633.71,25625000000,-0.01
5/3/2019,25806.63,25829.07,25877.15,25725.63,25226000000,0.00
4/3/2019,25819.65,26122.19,26155.98,25611.55,29551000000,-0.01
1/3/2019,26026.32,26019.67,26143.92,25914.37,28989000000,0.00
28/02/2019,25916,25984.28,26029.21,25896.56,33852000000,0.00
27/02/2019,25985.16,25995.6,26039.68,25877.24,25538000000,0.00
26/02/2019,26057.98,26051.61,26155.29,25966.01,25785000000,0.00
25/02/2019,26091.95,26126.15,26241.42,26080.66,28160000000,0.00
22/02/2019,26031.81,25906.27,26052.9,25906.27,27976000000,0.01
21/02/2019,25850.63,25922.41,25938.88,25762.21,25571000000,0.00
20/02/2019,25954.44,25872.26,25986.2,25846.48,28788000000,0.00
19/02/2019,25891.32,25849.85,25961.44,25820.01,28062000000,0.00
15/02/2019,25883.25,25564.63,25883.72,25564.63,32853000000,0.02
14/02/2019,25439.39,25460.65,25558.9,25308.09,31301000000,0.00
13/02/2019,25543.27,25480.86,25625.95,25480.86,26333000000,0.00
12/2/2019,25425.76,25152.03,25458.98,25152.03,27811000000,0.01
11/2/2019,25053.11,25142.81,25196.75,25009.1,24170000000,0.00
8/2/2019,25106.33,25042.36,25106.39,24883.04,24821000000,0.00
7/2/2019,25169.53,25265.81,25314.26,25000.52,29546000000,-0.01
6/2/2019,25390.3,25371.57,25439.04,25312.06,24759000000,0.00
5/2/2019,25411.52,25287.93,25427.32,25287.65,31065000000,0.01
4/2/2019,25239.37,25062.12,25239.91,24977.67,29854000000,0.01
1/2/2019,25063.89,25025.31,25193.15,24982.49,37209000000,0.00
31/01/2019,24999.67,24954.48,25049.62,24842.09,50735000000,0.00
30/01/2019,25014.86,24826.52,25109.62,24790.9,39733000000,0.02
29/01/2019,24579.96,24519.62,24674.87,24504.04,33087000000,0.00
28/01/2019,24528.22,24596.98,24596.98,24323.94,34717000000,-0.01
25/01/2019,24737.2,24687.21,24860.15,24676.75,37689000000,0.01
24/01/2019,24553.24,24579.96,24626.3,24422.73,32017000000,0.00
23/01/2019,24575.62,24577.25,24700.98,24307.17,31860000000,0.01
22/01/2019,24404.48,24607.76,24607.76,24244.31,33848000000,-0.01
18/01/2019,24706.35,24534.19,24750.22,24459.03,37297000000,0.01
17/01/2019,24370.1,24147.09,24474.46,24088.9,28859000000,0.01
16/01/2019,24207.16,24139.91,24288.61,24119.72,30283000000,0.01
15/01/2019,24065.59,23914.11,24099.14,23887.93,29157000000,0.01
14/01/2019,23909.84,23880.53,23964.9,23765.24,27756000000,0.00
11/1/2019,23995.95,23940.01,23996.32,23798.16,26265000000,0.00
10/1/2019,24001.92,23811.11,24014.78,23703.25,33815000000,0.01
9/1/2019,23879.12,23844.27,23985.45,23776.56,32457000000,0.00
8/1/2019,23787.45,23680.32,23864.65,23581.45,31742000000,0.01
7/1/2019,23531.35,23474.26,23687.74,23301.59,33420000000,0.00
4/1/2019,23433.16,22894.92,23518.64,22894.92,39602000000,0.03
3/1/2019,22686.22,23176.39,23176.39,22638.41,42424000000,-0.03
2/1/2019,23346.24,23058.61,23413.47,22928.59,32157000000,0.00
31/12/2018,23327.46,23153.94,23333.18,23118.3,28883000000,0.01
28/12/2018,23062.4,23213.61,23381.88,22981.33,33651000000,0.00
27/12/2018,23138.82,22629.06,23138.89,22267.42,40794000000,0.01
26/12/2018,22878.45,21857.73,22878.92,21712.53,43308000000,0.05
24/12/2018,21792.2,22317.28,22339.87,21792.2,30842000000,-0.03
21/12/2018,22445.37,22871.74,23254.59,22396.34,90051000000,-0.02
20/12/2018,22859.6,23224.12,23282.2,22644.31,57670000000,-0.02
19/12/2018,23323.66,23693.33,24057.34,23162.64,50355000000,-0.01
18/12/2018,23675.64,23769.13,23927.77,23516.02,40807000000,0.00
17/12/2018,23592.98,23986.83,24088.08,23456.88,46674000000,-0.02
14/12/2018,24100.51,24408.04,24431.14,24033.79,41694000000,-0.02
13/12/2018,24597.38,24575.86,24740.96,24473.29,29997000000,0.00
12/12/2018,24527.27,24509.09,24828.29,24509.09,34433000000,0.01
11/12/2018,24370.24,24719.91,24791.26,24221.06,34296000000,0.00
10/12/2018,24423.26,24360.95,24500.81,23881.37,38969000000,0.00
7/12/2018,24388.95,24918.82,25095.62,24284.78,39823000000,-0.02
6/12/2018,24947.67,24737.42,24951.01,24242.22,47169000000,0.00
4/12/2018,25027.07,25752.56,25773.12,25008.11,41890000000,-0.03
3/12/2018,25826.43,25779.57,25980.21,25670.51,38848000000,0.01
30/11/2018,25538.46,25307.14,25549.71,25250.97,48225000000,0.01
29/11/2018,25338.84,25343.65,25479.04,25202.79,30511000000,0.00
28/11/2018,25366.43,24832.84,25368.93,24832.84,36216000000,0.03
27/11/2018,24748.73,24557.02,24750.73,24416.03,30825000000,0.00
26/11/2018,24640.24,24364.13,24673.29,24364.13,30628000000,0.01
23/11/2018,24285.95,24336.4,24408.8,24268.74,15594000000,-0.01
21/11/2018,24464.69,24541.65,24669.79,24463.28,28937000000,0.00
20/11/2018,24465.64,24618.68,24707.26,24368.98,44592000000,-0.02
19/11/2018,25017.44,25392.61,25392.61,24900.98,35809000000,-0.02
16/11/2018,25413.22,25242.35,25510.23,25147.8,35446000000,0.00
15/11/2018,25289.27,25061.48,25354.56,24787.79,39275000000,0.01
14/11/2018,25080.5,25388.08,25501.29,24935.82,38424000000,-0.01
13/11/2018,25286.49,25321.21,25511.03,25193.78,33969000000,0.00
12/11/2018,25387.18,25959.33,25966.71,25340.51,34691000000,-0.02
9/11/2018,25989.3,26149.11,26161.49,25882.91,32445000000,-0.01
8/11/2018,26191.22,26139.59,26277.82,26081.9,29565000000,0.00
7/11/2018,26180.3,25788.46,26200.14,25765.88,36178000000,0.02
6/11/2018,25635.01,25452.83,25651.86,25444.9,26545000000,0.01
5/11/2018,25461.7,25261.47,25507.35,25261.47,33474000000,0.01
2/11/2018,25270.83,25443.6,25578.98,25078.72,42948000000,0.00
1/11/2018,25380.74,25142.08,25396.47,25108.11,38397000000,0.01
31/10/2018,25115.76,25008.82,25336.55,25008.82,44893000000,0.01
30/10/2018,24874.64,24482.04,24906.68,24415.69,47005000000,0.02
29/10/2018,24442.92,24818.98,25040.58,24122.23,44385000000,-0.01
26/10/2018,24688.31,24770.25,24916.16,24445.19,50531000000,-0.01
25/10/2018,24984.55,24736.54,25104.29,24645.56,43967000000,0.02
24/10/2018,24583.42,25172.88,25306.23,24533.19,49640000000,-0.02
23/10/2018,25191.43,25038.46,25307.7,24768.79,43643000000,-0.01
22/10/2018,25317.41,25492.14,25561.34,25236.05,31494000000,-0.01
19/10/2018,25444.34,25421.09,25608.71,25350.02,35081000000,0.00
18/10/2018,25379.45,25645.56,25691.46,25236.01,32802000000,-0.01
17/10/2018,25706.68,25705.87,25810.09,25479.16,29821000000,0.00
16/10/2018,25798.42,25351.53,25817.68,25351.53,30580000000,0.02
15/10/2018,25250.55,25332.46,25482.42,25243.88,28732000000,0.00
12/10/2018,25339.99,25407.63,25467.55,25000.83,39751000000,0.01
11/10/2018,25052.83,25518.39,25683.64,24899.77,52288000000,-0.02
10/10/2018,25598.74,26441.73,26441.73,25593.65,43820000000,-0.03
9/10/2018,26430.57,26469.19,26539.94,26324.16,28256000000,0.00
8/10/2018,26486.78,26399.45,26529.35,26223.09,27302000000,0.00
5/10/2018,26447.05,26632.77,26676.16,26301.81,26710000000,-0.01
4/10/2018,26627.48,26784.08,26793.82,26471.61,28960000000,-0.01
3/10/2018,26828.39,26833.47,26951.81,26789.08,28013000000,0.00
2/10/2018,26773.94,26648.91,26824.78,26627.66,25829000000,0.00
1/10/2018,26651.21,26598.36,26737.98,26596.05,23832000000,0.01
28/09/2018,26458.31,26407.66,26515.76,26383.57,26403000000,0.00
27/09/2018,26439.93,26418.27,26557.01,26379.95,22635000000,0.00
26/09/2018,26385.28,26536.86,26606.09,26349.34,26262000000,0.00
25/09/2018,26492.21,26601.58,26634.85,26475.58,23411000000,0.00
24/09/2018,26562.05,26705.25,26709.94,26548.68,25485000000,-0.01
21/09/2018,26743.5,26726.25,26769.16,26680.37,65762000000,0.00
20/09/2018,26656.98,26519.39,26697.49,26519.39,26048000000,0.01
19/09/2018,26405.76,26287.84,26464.41,26280.76,25133000000,0.01
18/09/2018,26246.96,26076.21,26317.34,26076.21,24300000000,0.01
17/09/2018,26062.12,26151.66,26184.47,26030.35,23023000000,0.00
14/09/2018,26154.67,26169.56,26211.11,26068.29,22864000000,0.00
13/09/2018,26145.99,26083.94,26191.64,26067.08,26080000000,0.01
12/9/2018,25998.92,25989.07,26145.72,25929.43,28277000000,0.00
11/9/2018,25971.06,25841.14,26019.92,25754.32,26596000000,0.00
10/9/2018,25857.07,25991.91,26039.96,25854.13,25217000000,0.00
7/9/2018,25916.54,25951.02,26002.99,25818.39,28135000000,0.00
6/9/2018,25995.87,25973.02,26073.68,25880.84,26238000000,0.00
5/9/2018,25974.99,25919.84,26011.22,25871.04,28921000000,0.00
4/9/2018,25952.48,25916.07,25971.77,25805.95,25460000000,0.00
31/08/2018,25964.82,25964.85,26028.83,25879.77,27344000000,0.00
30/08/2018,25986.92,26099.01,26104.37,25934.8,24044000000,-0.01
29/08/2018,26124.57,26082.53,26167.94,26035.3,21496000000,0.00
28/08/2018,26064.02,26092.7,26122.24,26037.85,21147000000,0.00
27/08/2018,26049.64,25882.71,26067.57,25882.71,22051000000,0.01
24/08/2018,25790.35,25688.58,25826.05,25688.58,20033000000,0.01
23/08/2018,25656.98,25714.86,25762.56,25608.02,21327000000,0.00
22/08/2018,25733.6,25825.06,25836.16,25722.43,20048000000,0.00
21/08/2018,25822.29,25786.99,25888.82,25784.9,24162000000,0.00
20/08/2018,25758.69,25727.7,25790.17,25716.41,24857000000,0.00
17/08/2018,25669.32,25550.8,25728.16,25521.66,28416000000,0.00
16/08/2018,25558.73,25294.97,25607.34,25294.97,34243000000,0.02
